date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
21:31:55	107413/107413	---M-Z	200	added ('OK')	image/svg+xml	etag:%221a395-6a9eb79c-3128eea;br%22	https://demo.2xgain.info/public/mtheme1/assets2/img/shape/hero-sp_06.svg	C:/My%20Web%20Sites/html/demo.2xgain.info/public/mtheme1/assets2/img/shape/hero-sp_06.svg	(from https://demo.2xgain.info/)
21:31:56	46241/46241	---M--	200	added ('OK')	image/jpeg	etag:%22b4a1-6aa5048d-a0fe1e6;;;%22	https://demo.2xgain.info/public/mtheme1/assets2/img/side6.jpeg	C:/My%20Web%20Sites/html/demo.2xgain.info/public/mtheme1/assets2/img/side6.jpeg	(from https://demo.2xgain.info/)
21:31:56	279791/279791	---M--	200	added ('OK')	image/png	etag:%22444ef-6aae4480-a0fe1f6;;;%22	https://demo.2xgain.info/public/mtheme1/assets2/img/permid.png	C:/My%20Web%20Sites/html/demo.2xgain.info/public/mtheme1/assets2/img/permid.png	(from https://demo.2xgain.info/)
21:31:57	32640/32640	---M--	200	added ('OK')	image/png	etag:%227f80-6a9e86f5-a0fe1d2;;;%22	https://demo.2xgain.info/public/mtheme1/assets2/img/link2.png	C:/My%20Web%20Sites/html/demo.2xgain.info/public/mtheme1/assets2/img/link2.png	(from https://demo.2xgain.info/)
21:31:57	37235/37235	---M--	200	added ('OK')	image/png	etag:%229173-6a9e86f4-a0fe1d1;;;%22	https://demo.2xgain.info/public/mtheme1/assets2/img/link3.png	C:/My%20Web%20Sites/html/demo.2xgain.info/public/mtheme1/assets2/img/link3.png	(from https://demo.2xgain.info/)
21:31:57	18271/18271	---M--	200	added ('OK')	image/png	etag:%22475f-6a9e86f3-a0fe1d0;;;%22	https://demo.2xgain.info/public/mtheme1/assets2/img/link4.png	C:/My%20Web%20Sites/html/demo.2xgain.info/public/mtheme1/assets2/img/link4.png	(from https://demo.2xgain.info/)
21:31:57	134667/134667	---M--	200	added ('OK')	image/png	etag:%2220e0b-6aa50f6d-a0fe1e7;;;%22	https://demo.2xgain.info/public/mtheme1/assets2/img/side8.png	C:/My%20Web%20Sites/html/demo.2xgain.info/public/mtheme1/assets2/img/side8.png	(from https://demo.2xgain.info/)
21:31:57	18194/18194	---M--	200	added ('OK')	image/png	etag:%224712-6a9eb79c-b4e055;;;%22	https://demo.2xgain.info/public/mtheme1/assets2/img/feature/fea-color-sp.png	C:/My%20Web%20Sites/html/demo.2xgain.info/public/mtheme1/assets2/img/feature/fea-color-sp.png	(from https://demo.2xgain.info/)
21:31:59	6460/6460	---M--	200	added ('OK')	image/png	etag:%22193c-6a9e8ee4-a0fe1de;;;%22	https://demo.2xgain.info/public/mtheme1/assets2/img/p1.png	C:/My%20Web%20Sites/html/demo.2xgain.info/public/mtheme1/assets2/img/p1.png	(from https://demo.2xgain.info/)
21:31:59	4712/4712	---M--	200	added ('OK')	image/png	etag:%221268-6a9e8ee3-a0fe1dd;;;%22	https://demo.2xgain.info/public/mtheme1/assets2/img/p2.png	C:/My%20Web%20Sites/html/demo.2xgain.info/public/mtheme1/assets2/img/p2.png	(from https://demo.2xgain.info/)
21:31:59	1443/1443	---M--	200	added ('OK')	image/png	etag:%225a3-6a9e8ee3-a0fe1dc;;;%22	https://demo.2xgain.info/public/mtheme1/assets2/img/p3.png	C:/My%20Web%20Sites/html/demo.2xgain.info/public/mtheme1/assets2/img/p3.png	(from https://demo.2xgain.info/)
21:31:59	5095/5095	---M--	200	added ('OK')	image/png	etag:%2213e7-6a9e8ee2-a0fe1db;;;%22	https://demo.2xgain.info/public/mtheme1/assets2/img/p4.png	C:/My%20Web%20Sites/html/demo.2xgain.info/public/mtheme1/assets2/img/p4.png	(from https://demo.2xgain.info/)
21:31:59	2699/2699	---M--	200	added ('OK')	image/png	etag:%22a8b-6a9e8ee1-a0fe1da;;;%22	https://demo.2xgain.info/public/mtheme1/assets2/img/p5.png	C:/My%20Web%20Sites/html/demo.2xgain.info/public/mtheme1/assets2/img/p5.png	(from https://demo.2xgain.info/)
21:32:00	5303/5303	---M--	200	added ('OK')	image/png	etag:%2214b7-6a9e8ee0-a0fe1d9;;;%22	https://demo.2xgain.info/public/mtheme1/assets2/img/p6.png	C:/My%20Web%20Sites/html/demo.2xgain.info/public/mtheme1/assets2/img/p6.png	(from https://demo.2xgain.info/)
21:32:00	300069/300069	---M--	200	added ('OK')	image/png	etag:%2249425-6a9e89d8-a0fe1d6;;;%22	https://demo.2xgain.info/public/mtheme1/assets2/img/mappp-C_SiecdD.png	C:/My%20Web%20Sites/html/demo.2xgain.info/public/mtheme1/assets2/img/mappp-C_SiecdD.png	(from https://demo.2xgain.info/)
21:32:01	6970/6970	---MCZ	404	error ('Not%20Found')	text/html	date:Fri,%2025%20Sep%202026%2016:02:00%20GMT	https://demo.2xgain.info/public/mtheme1/assets2/img/bg/-bg.png	C:/My%20Web%20Sites/html/demo.2xgain.info/public/mtheme1/assets2/img/bg/-bg.png	(from https://demo.2xgain.info/)
21:32:02	27733/27733	---MCZ	200	added ('OK')	text/html	date:Fri,%2025%20Sep%202026%2016:02:01%20GMT	https://demo.2xgain.info/register	C:/My%20Web%20Sites/html/demo.2xgain.info/register.html	(from https://demo.2xgain.info/)
21:32:03	2035/2035	---M-Z	200	added ('OK')	image/svg+xml	etag:%227f3-6a9eb79e-1b58f91;br%22	https://demo.2xgain.info/public/mtheme1/assets2/img/icon/discord-f-icon.svg	C:/My%20Web%20Sites/html/demo.2xgain.info/public/mtheme1/assets2/img/icon/discord-f-icon.svg	(from https://demo.2xgain.info/)
21:32:03	20177/20177	---M-Z	200	added ('OK')	image/svg+xml	etag:%224ed1-6a9eb79c-3128eec;br%22	https://demo.2xgain.info/public/mtheme1/assets2/img/shape/team-sp_01.svg	C:/My%20Web%20Sites/html/demo.2xgain.info/public/mtheme1/assets2/img/shape/team-sp_01.svg	(from https://demo.2xgain.info/)
21:32:04	107456/107456	---M-Z	200	added ('OK')	image/svg+xml	etag:%221a3c0-6a9eb79c-3128eed;br%22	https://demo.2xgain.info/public/mtheme1/assets2/img/shape/team-sp_02.svg	C:/My%20Web%20Sites/html/demo.2xgain.info/public/mtheme1/assets2/img/shape/team-sp_02.svg	(from https://demo.2xgain.info/)
21:32:04	0/0	---M--	301	error ('Moved%20Permanently')	application/binary	date:Fri,%2025%20Sep%202026%2016:02:04%20GMT	http://translate.google.com/translate_a/element.js?cb=googleTranslateElementInit	C:/My%20Web%20Sites/html/translate.google.com/translate_a/element.29a0d8.delayed	(from https://demo.2xgain.info/)
21:32:04	2996/2996	---MC-	200	added ('OK')	text/javascript	date:Fri,%2025%20Sep%202026%2016:02:04%20GMT	https://translate.google.com/translate_a/element.js?cb=googleTranslateElementInit	C:/My%20Web%20Sites/html/translate.google.com/translate_a/elementa0d8.js	(from https://demo.2xgain.info/)
21:32:05	150279/150279	---M-Z	200	added ('OK')	text/javascript	etag:%2224b07-6a9eb7a0-41d199d;br%22	https://demo.2xgain.info/public/mtheme1/assets2/js/jquery-3.7.1.min.js	C:/My%20Web%20Sites/html/demo.2xgain.info/public/mtheme1/assets2/js/jquery-3.7.1.min.js	(from https://demo.2xgain.info/)
21:32:05	133593/133593	---M-Z	200	added ('OK')	text/javascript	etag:%22209d9-6a9eb7a0-41d1999;br%22	https://demo.2xgain.info/public/mtheme1/assets2/js/bootstrap.bundle.min.js	C:/My%20Web%20Sites/html/demo.2xgain.info/public/mtheme1/assets2/js/bootstrap.bundle.min.js	(from https://demo.2xgain.info/)
21:32:05	255373/255373	---M-Z	200	added ('OK')	text/javascript	etag:%223e58d-6a9eb7a0-41d19a2;br%22	https://demo.2xgain.info/public/mtheme1/assets2/js/swiper.min.js	C:/My%20Web%20Sites/html/demo.2xgain.info/public/mtheme1/assets2/js/swiper.min.js	(from https://demo.2xgain.info/)
21:32:05	12169/12169	---M-Z	200	added ('OK')	text/javascript	etag:%222f89-6a9eb7a0-41d19a3;br%22	https://demo.2xgain.info/public/mtheme1/assets2/js/wow.min.js	C:/My%20Web%20Sites/html/demo.2xgain.info/public/mtheme1/assets2/js/wow.min.js	(from https://demo.2xgain.info/)
21:32:06	3465/3465	---M-Z	200	added ('OK')	text/javascript	etag:%22d89-6a9eb7a0-41d1998;br%22	https://demo.2xgain.info/public/mtheme1/assets2/js/appear.js	C:/My%20Web%20Sites/html/demo.2xgain.info/public/mtheme1/assets2/js/appear.js	(from https://demo.2xgain.info/)
21:32:06	14521/14521	---M-Z	200	added ('OK')	text/javascript	etag:%2238b9-6a9eb7a0-41d199f;br%22	https://demo.2xgain.info/public/mtheme1/assets2/js/odometer.min.js	C:/My%20Web%20Sites/html/demo.2xgain.info/public/mtheme1/assets2/js/odometer.min.js	(from https://demo.2xgain.info/)
21:32:06	32802/32802	---M-Z	200	added ('OK')	text/javascript	etag:%228022-6a9eb7a0-41d199c;br%22	https://demo.2xgain.info/public/mtheme1/assets2/js/jquery.magnific-popup.min.js	C:/My%20Web%20Sites/html/demo.2xgain.info/public/mtheme1/assets2/js/jquery.magnific-popup.min.js	(from https://demo.2xgain.info/)
21:32:06	5448/5448	---M-Z	200	added ('OK')	text/javascript	etag:%221548-6a9eb7a0-41d199b;br%22	https://demo.2xgain.info/public/mtheme1/assets2/js/easing.min.js	C:/My%20Web%20Sites/html/demo.2xgain.info/public/mtheme1/assets2/js/easing.min.js	(from https://demo.2xgain.info/)
21:32:06	650/650	---M-Z	200	added ('OK')	text/javascript	etag:%2228a-6a9eb7a0-41d19a1;br%22	https://demo.2xgain.info/public/mtheme1/assets2/js/scrollspy.js	C:/My%20Web%20Sites/html/demo.2xgain.info/public/mtheme1/assets2/js/scrollspy.js	(from https://demo.2xgain.info/)
21:32:07	7402/7402	---M-Z	200	added ('OK')	text/javascript	etag:%221cea-6a9eb7a0-41d199a;br%22	https://demo.2xgain.info/public/mtheme1/assets2/js/countdown.js	C:/My%20Web%20Sites/html/demo.2xgain.info/public/mtheme1/assets2/js/countdown.js	(from https://demo.2xgain.info/)
21:32:07	8785/8785	---M-Z	200	added ('OK')	text/javascript	etag:%222251-6a9eb7a0-41d19a0;br%22	https://demo.2xgain.info/public/mtheme1/assets2/js/parallax-scroll.js	C:/My%20Web%20Sites/html/demo.2xgain.info/public/mtheme1/assets2/js/parallax-scroll.js	(from https://demo.2xgain.info/)
21:32:07	22629/22629	---M-Z	200	added ('OK')	text/javascript	etag:%225865-6aa7a05a-41d199e;br%22	https://demo.2xgain.info/public/mtheme1/assets2/js/main.js	C:/My%20Web%20Sites/html/demo.2xgain.info/public/mtheme1/assets2/js/main.js	(from https://demo.2xgain.info/)
21:32:08	2177564/2177564	---M-Z	200	added ('OK')	application/vnd.ms-fontobject	etag:W/%22213a1c-Y7zYg8OwG7iVCUmp9n4QwdIUjSE%22	https://cdn.jsdelivr.net/npm/@tabler/icons-webfont@latest/fonts/tabler-icons.eot?v2.47.0	C:/My%20Web%20Sites/html/cdn.jsdelivr.net/npm/@tabler/icons-webfont@latest/fonts/tabler-icons8d6f.eot	(from https://cdn.jsdelivr.net/npm/@tabler/icons-webfont@latest/tabler-icons.min.css)
21:32:08	2177564/2177564	---M-Z	200	added ('OK')	application/vnd.ms-fontobject	etag:W/%22213a1c-Y7zYg8OwG7iVCUmp9n4QwdIUjSE%22	https://cdn.jsdelivr.net/npm/@tabler/icons-webfont@latest/fonts/tabler-icons.eot?	C:/My%20Web%20Sites/html/cdn.jsdelivr.net/npm/@tabler/icons-webfont@latest/fonts/tabler-iconsd41d.eot	(from https://cdn.jsdelivr.net/npm/@tabler/icons-webfont@latest/tabler-icons.min.css)
21:32:08	1102184/1102184	---M--	200	added ('OK')	font/woff	etag:W/%2210d168-+hilPG1uWcpRvZqi3+RzpJED3Yk%22	https://cdn.jsdelivr.net/npm/@tabler/icons-webfont@latest/fonts/tabler-icons.woff?	C:/My%20Web%20Sites/html/cdn.jsdelivr.net/npm/@tabler/icons-webfont@latest/fonts/tabler-iconsd41d.woff	(from https://cdn.jsdelivr.net/npm/@tabler/icons-webfont@latest/tabler-icons.min.css)
21:32:08	778812/778812	---M--	200	added ('OK')	font/woff2	etag:W/%22be23c-QgT/8KlPG487smBvdoKneY7zh60%22	https://cdn.jsdelivr.net/npm/@tabler/icons-webfont@latest/fonts/tabler-icons.woff2?v2.47.0	C:/My%20Web%20Sites/html/cdn.jsdelivr.net/npm/@tabler/icons-webfont@latest/fonts/tabler-icons8d6f.woff2	(from https://cdn.jsdelivr.net/npm/@tabler/icons-webfont@latest/tabler-icons.min.css)
21:32:09	2177380/2177380	---M-Z	200	added ('OK')	font/ttf	etag:W/%22213964-mtOisaFVVZ/Xzj+07vW5WEcZf5s%22	https://cdn.jsdelivr.net/npm/@tabler/icons-webfont@latest/fonts/tabler-icons.ttf?v2.47.0	C:/My%20Web%20Sites/html/cdn.jsdelivr.net/npm/@tabler/icons-webfont@latest/fonts/tabler-icons8d6f.ttf	(from https://cdn.jsdelivr.net/npm/@tabler/icons-webfont@latest/tabler-icons.min.css)
21:32:10	77/77	---M--	200	added ('OK')	application/x-font-ttf	etag:%224d-6a9eb79e-9862414;;;%22	https://demo.2xgain.info/public/mtheme1/assets2/fonts/fa-brands-400.ttf	C:/My%20Web%20Sites/html/demo.2xgain.info/public/mtheme1/assets2/fonts/fa-brands-400.ttf	(from https://demo.2xgain.info/public/mtheme1/assets2/css/fontawesome.css)
21:32:11	76/76	---M--	200	added ('OK')	application/x-font-ttf	etag:%224c-6a9eb79e-9862415;;;%22	https://demo.2xgain.info/public/mtheme1/assets2/fonts/fa-light-300.ttf	C:/My%20Web%20Sites/html/demo.2xgain.info/public/mtheme1/assets2/fonts/fa-light-300.ttf	(from https://demo.2xgain.info/public/mtheme1/assets2/css/fontawesome.css)
21:32:11	78/78	---M--	200	added ('OK')	application/x-font-ttf	etag:%224e-6a9eb79e-9862416;;;%22	https://demo.2xgain.info/public/mtheme1/assets2/fonts/fa-regular-400.ttf	C:/My%20Web%20Sites/html/demo.2xgain.info/public/mtheme1/assets2/fonts/fa-regular-400.ttf	(from https://demo.2xgain.info/public/mtheme1/assets2/css/fontawesome.css)
21:32:12	76/76	---M--	200	added ('OK')	application/x-font-ttf	etag:%224c-6a9eb79e-9862417;;;%22	https://demo.2xgain.info/public/mtheme1/assets2/fonts/fa-solid-900.ttf	C:/My%20Web%20Sites/html/demo.2xgain.info/public/mtheme1/assets2/fonts/fa-solid-900.ttf	(from https://demo.2xgain.info/public/mtheme1/assets2/css/fontawesome.css)
21:32:13	6970/6970	---MCZ	404	error ('Not%20Found')	text/html	date:Fri,%2025%20Sep%202026%2016:02:12%20GMT	https://demo.2xgain.info/public/mtheme1/assets2/img/icon/select-arrow.png	C:/My%20Web%20Sites/html/demo.2xgain.info/public/mtheme1/assets2/img/icon/select-arrow.png	(from https://demo.2xgain.info/public/mtheme1/assets2/css/main.css)
21:32:14	307/307	---M--	200	added ('OK')	image/png	etag:%22133-6a9eb79c-3128eeb;;;%22	https://demo.2xgain.info/public/mtheme1/assets2/img/shape/prc_line.png	C:/My%20Web%20Sites/html/demo.2xgain.info/public/mtheme1/assets2/img/shape/prc_line.png	(from https://demo.2xgain.info/public/mtheme1/assets2/css/main.css)
21:32:15	6970/6970	---MCZ	404	error ('Not%20Found')	text/html	date:Fri,%2025%20Sep%202026%2016:02:14%20GMT	https://demo.2xgain.info/public/mtheme1/assets2/img/feature/fea-count-shape1.png	C:/My%20Web%20Sites/html/demo.2xgain.info/public/mtheme1/assets2/img/feature/fea-count-shape1.png	(from https://demo.2xgain.info/public/mtheme1/assets2/css/main.css)
21:32:16	6970/6970	---MCZ	404	error ('Not%20Found')	text/html	date:Fri,%2025%20Sep%202026%2016:02:16%20GMT	https://demo.2xgain.info/public/mtheme1/assets2/img/testimonial/tes-qutation.png	C:/My%20Web%20Sites/html/demo.2xgain.info/public/mtheme1/assets2/img/testimonial/tes-qutation.png	(from https://demo.2xgain.info/public/mtheme1/assets2/css/main.css)
21:32:17	6970/6970	---MCZ	404	error ('Not%20Found')	text/html	date:Fri,%2025%20Sep%202026%2016:02:16%20GMT	https://demo.2xgain.info/public/mtheme1/assets2/img/shape/post_shape.png	C:/My%20Web%20Sites/html/demo.2xgain.info/public/mtheme1/assets2/img/shape/post_shape.png	(from https://demo.2xgain.info/public/mtheme1/assets2/css/main.css)
21:32:18	6970/6970	---MCZ	404	error ('Not%20Found')	text/html	date:Fri,%2025%20Sep%202026%2016:02:17%20GMT	https://demo.2xgain.info/public/mtheme1/assets2/img/shape/widget_bg.png	C:/My%20Web%20Sites/html/demo.2xgain.info/public/mtheme1/assets2/img/shape/widget_bg.png	(from https://demo.2xgain.info/public/mtheme1/assets2/css/main.css)
21:32:18	3797160/3797160	---M--	200	added ('OK')	video/mp4	etag:%2239f0a8-6aa53738-a0fe1f1;;;%22	https://demo.2xgain.info/public/mtheme1/assets2/img/deooo.mp4	C:/My%20Web%20Sites/html/demo.2xgain.info/public/mtheme1/assets2/img/deooo.mp4	(from https://demo.2xgain.info/)
21:32:18	6970/6970	---MCZ	404	error ('Not%20Found')	text/html	date:Fri,%2025%20Sep%202026%2016:02:18%20GMT	https://demo.2xgain.info/public/mtheme1/assets2/img/shape/quote_bg.png	C:/My%20Web%20Sites/html/demo.2xgain.info/public/mtheme1/assets2/img/shape/quote_bg.png	(from https://demo.2xgain.info/public/mtheme1/assets2/css/main.css)
21:32:19	6970/6970	---MCZ	404	error ('Not%20Found')	text/html	date:Fri,%2025%20Sep%202026%2016:02:19%20GMT	https://demo.2xgain.info/public/mtheme1/assets2/img/shape/form_bg.png	C:/My%20Web%20Sites/html/demo.2xgain.info/public/mtheme1/assets2/img/shape/form_bg.png	(from https://demo.2xgain.info/public/mtheme1/assets2/css/main.css)
21:32:20	6970/6970	---MCZ	404	error ('Not%20Found')	text/html	date:Fri,%2025%20Sep%202026%2016:02:20%20GMT	https://demo.2xgain.info/public/mtheme1/assets2/img/shape/c_info_bg.jpg	C:/My%20Web%20Sites/html/demo.2xgain.info/public/mtheme1/assets2/img/shape/c_info_bg.jpg	(from https://demo.2xgain.info/public/mtheme1/assets2/css/main.css)
21:32:21	6970/6970	---MCZ	404	error ('Not%20Found')	text/html	date:Fri,%2025%20Sep%202026%2016:02:20%20GMT	https://demo.2xgain.info/public/mtheme1/assets2/img/shape/icon_bg.png	C:/My%20Web%20Sites/html/demo.2xgain.info/public/mtheme1/assets2/img/shape/icon_bg.png	(from https://demo.2xgain.info/public/mtheme1/assets2/css/main.css)
21:32:22	227180/227180	---M--	200	added ('OK')	font/woff2	etag:%223776c-6aaa66fd-6824b09;;;%22	https://demo.2xgain.info/build/assets/Inter-roman.var-C-r5W2Hj.woff2?v=3.19	C:/My%20Web%20Sites/html/demo.2xgain.info/build/assets/Inter-roman.var-C-r5W2Hj3535.woff2	(from https://demo.2xgain.info/public/build/assets/app-v3u5CJ1u.css)
21:32:24	245036/245036	---M--	200	added ('OK')	font/woff2	etag:%223bd2c-6ab64f44-6824b08;;;%22	https://demo.2xgain.info/build/assets/Inter-italic.var-DhD-tpjY.woff2?v=3.19	C:/My%20Web%20Sites/html/demo.2xgain.info/build/assets/Inter-italic.var-DhD-tpjY3535.woff2	(from https://demo.2xgain.info/public/build/assets/app-v3u5CJ1u.css)
21:32:24	85156/85156	---M-Z	200	added ('OK')	application/vnd.ms-fontobject	etag:%2214ca4-6ab64f44-6861874;br%22	https://demo.2xgain.info/build/assets/primeicons-DMOk5skT.eot	C:/My%20Web%20Sites/html/demo.2xgain.info/build/assets/primeicons-DMOk5skT.eot	(from https://demo.2xgain.info/public/build/assets/app-v3u5CJ1u.css)
21:32:25	85156/85156	---M-Z	200	added ('OK')	application/vnd.ms-fontobject	etag:%2214ca4-6ab64f44-6861874;br%22	https://demo.2xgain.info/build/assets/primeicons-DMOk5skT.eot?	C:/My%20Web%20Sites/html/demo.2xgain.info/build/assets/primeicons-DMOk5skTd41d.eot	(from https://demo.2xgain.info/public/build/assets/app-v3u5CJ1u.css)
21:32:26	35148/35148	---M--	200	added ('OK')	font/woff2	etag:%22894c-6ab64f44-6861873;;;%22	https://demo.2xgain.info/build/assets/primeicons-C6QP2o4f.woff2	C:/My%20Web%20Sites/html/demo.2xgain.info/build/assets/primeicons-C6QP2o4f.woff2	(from https://demo.2xgain.info/public/build/assets/app-v3u5CJ1u.css)
21:32:27	85056/85056	---MCZ	200	added ('OK')	application/font-woff	etag:W/%2214c40-6ab64f44-68618b1;;;%22	https://demo.2xgain.info/build/assets/primeicons-WjwUDZjB.woff	C:/My%20Web%20Sites/html/demo.2xgain.info/build/assets/primeicons-WjwUDZjB.woff	(from https://demo.2xgain.info/public/build/assets/app-v3u5CJ1u.css)
